cameras number, updateSteinerGrid, shrinkManifold, shrinkSingle, shrinkSeveral, Add new vertices, Move vertices, Move Cameras, rayUntracing, rayTracing, rayRetracing, growManifold, growManifoldSev, growManifold, InsertInBoundary, RemoveFromBoundary, Overall

4, 0.004844, 0.031665, 0.019083, 0.011995, 0.082688, 0, 0, 0, 0.330628, 0, 0.116817, 0.03078, 0.030678, 0.0134415, 0.0123086, 0.631892, 
8, 5e-06, 0.204191, 0.18153, 0.022119, 0.142614, 0, 0, 0, 0.449305, 0.439509, 0.24487, 0.256217, 0.040408, 0.0448426, 0.0490438, 1.79941, 
12, 5e-06, 0.48838, 0.403251, 0.084587, 0.161797, 0, 0, 0, 0.492671, 0.276883, 0.382269, 0.032178, 0.034025, 0.0774646, 0.0876534, 1.87819, 
16, 0.001236, 0.614527, 0.582817, 0.031252, 0.171357, 0, 0, 0, 0.416118, 0.190403, 0.541702, 0.103472, 0.037072, 0.10715, 0.111992, 2.09507, 
20, 6e-06, 0.822312, 0.782789, 0.039008, 0.124518, 0, 0, 0, 0.525385, 0.158217, 0.722847, 0.239077, 0.044491, 0.142268, 0.147471, 2.64111, 
24, 0.001402, 1.18492, 0.914196, 0.269647, 0.167444, 0, 0, 0, 0.489539, 0.212397, 0.80204, 0.041758, 0.044481, 0.150629, 0.159309, 2.95722, 
28, 0.000227, 1.3382, 1.14022, 0.197486, 0.188241, 0, 0, 0, 0.500544, 0.260206, 1.00288, 0.070619, 0.050535, 0.182741, 0.189893, 3.42874, 
32, 0.003986, 1.27075, 1.12219, 0.147921, 0.240357, 0, 0, 0, 0.55611, 0.282305, 0.78147, 0.496523, 0.084837, 0.19421, 0.192031, 4.13524, 
36, 1.1e-05, 1.5238, 1.23778, 0.285172, 0.253339, 0, 0, 0, 0.744518, 0.524907, 1.0148, 0.076293, 0.061036, 0.201491, 0.207942, 4.21942, 
40, 8e-06, 1.34621, 1.1559, 0.18933, 0.325015, 0, 0, 0, 0.648603, 0.445279, 1.15438, 0.081123, 0.066297, 0.202864, 0.212331, 4.08073, 
44, 0.001634, 1.11517, 1.02203, 0.09258, 0.225874, 0, 0, 0, 0.492535, 0.381564, 1.0743, 0.064995, 0.075278, 0.205838, 0.215274, 3.45039, 
48, 0.005529, 1.35756, 1.2523, 0.104717, 0.188208, 0, 0, 0, 0.346178, 0.26307, 1.48069, 0.063091, 0.096466, 0.284572, 0.276531, 3.81104, 
52, 5e-06, 1.58144, 1.43405, 0.146863, 0.155958, 0, 0, 0, 0.544225, 0.162551, 1.62697, 0.054744, 0.065095, 0.295779, 0.285849, 4.1995, 
56, 9e-06, 1.65974, 1.47479, 0.184466, 0.1283, 0, 0, 0, 0.375843, 0.149789, 1.71576, 0.061163, 0.071058, 0.285989, 0.289316, 4.16901, 
60, 0.003418, 1.00003, 0.869274, 0.130122, 0.198051, 0, 0, 0, 0.469175, 0.286918, 0.998344, 0.072987, 0.088336, 0.177527, 0.177615, 3.12948, 
64, 8e-06, 0.974831, 0.926131, 0.048178, 0.143199, 0, 0, 0, 0.434269, 0.238918, 0.952338, 0.140611, 0.096565, 0.165222, 0.167174, 3.50924, 
68, 0.002924, 0.563434, 0.503654, 0.059288, 0.176982, 0, 0, 0, 0.428199, 0.292102, 0.601099, 0.061832, 0.080212, 0.10861, 0.113366, 2.22317, 
72, 4e-06, 0.793015, 0.694421, 0.098095, 0.188574, 0, 0, 0, 0.405423, 0.355417, 0.742687, 0.07522, 0.066, 0.142106, 0.14013, 2.63385, 
76, 1e-05, 1.15258, 1.01767, 0.134345, 0.284395, 0, 0, 0, 0.423135, 0.431403, 0.998113, 0.105478, 0.084403, 0.181465, 0.179464, 3.49888, 
80, 6e-06, 1.62422, 1.28131, 0.342375, 0.19101, 0, 0, 0, 0.313338, 0.279407, 1.25922, 0.100399, 0.087276, 0.208485, 0.221545, 3.86212, 
84, 0.003301, 1.7926, 1.45665, 0.334752, 0.151385, 0, 0, 0, 0.390677, 0.122258, 1.40744, 0.100547, 0.091955, 0.231219, 0.226805, 4.06675, 
88, 6e-06, 2.15547, 1.73256, 0.42238, 0.109595, 0, 0, 0, 0.367354, 0.1344, 1.48633, 0.071987, 0.085321, 0.234004, 0.240076, 4.41806, 
92, 0.003361, 0.726536, 0.600744, 0.125168, 0.15545, 0, 0, 0, 0.533081, 0.200559, 0.682215, 0.280208, 0.101431, 0.116939, 0.119333, 2.69149, 
96, 5e-06, 0.784814, 0.696529, 0.087709, 0.185752, 0, 0, 0, 0.49533, 0.300547, 0.859511, 0.294497, 0.09387, 0.143542, 0.145925, 3.75079, 
100, 0.00358, 0.801266, 0.653196, 0.147553, 0.189381, 0, 0, 0, 0.416578, 0.362585, 0.671468, 0.186141, 0.078286, 0.122819, 0.128239, 2.71597, 
104, 9e-06, 0.841769, 0.752397, 0.088799, 0.168849, 0, 0, 0, 0.469171, 0.242788, 0.870155, 0.229503, 0.078372, 0.148774, 0.152138, 2.91636, 
108, 0.003264, 0.819206, 0.746215, 0.072437, 0.156173, 0, 0, 0, 0.438192, 0.207318, 0.810537, 0.121281, 0.080221, 0.145443, 0.148555, 2.64156, 
112, 6e-06, 1.04962, 0.963935, 0.085171, 0.20939, 0, 0, 0, 0.521922, 0.267782, 1.02669, 0.144523, 0.087482, 0.180609, 0.182971, 3.32055, 
116, 0.003504, 0.790652, 0.742658, 0.047464, 0.149323, 0, 0, 0, 0.365523, 0.213405, 0.881944, 0.08951, 0.077436, 0.158736, 0.159276, 2.58569, 
120, 4e-06, 1.15868, 1.10155, 0.056582, 0.148442, 0, 0, 0, 0.408006, 0.151922, 0.932971, 0.0928, 0.079972, 0.163307, 0.163791, 2.97956, 
124, 0.00308, 0.802876, 0.693902, 0.108428, 0.196506, 0, 0, 0, 0.566217, 0.280474, 0.766765, 0.140375, 0.082369, 0.135609, 0.135302, 2.84373, 
128, 6e-06, 0.994642, 0.917038, 0.077017, 0.220966, 0, 0, 0, 0.47769, 0.38765, 0.902895, 0.091558, 0.10979, 0.152097, 0.152831, 4.19222, 
132, 0.002848, 0.88942, 0.786593, 0.102323, 0.173107, 0, 0, 0, 0.456762, 0.239341, 0.783798, 0.077602, 0.083799, 0.138089, 0.13824, 2.71259, 
136, 6e-06, 1.06727, 0.992698, 0.074024, 0.174776, 0, 0, 0, 0.716918, 0.258488, 0.977955, 0.065272, 0.082247, 0.170991, 0.172698, 3.35372, 
140, 8e-06, 0.868837, 0.823566, 0.044677, 0.225897, 0, 0, 0, 0.572808, 0.42205, 0.90552, 0.064003, 0.084081, 0.157564, 0.159093, 3.15539, 
144, 1.4e-05, 1.75521, 1.67151, 0.083074, 0.159861, 0, 0, 0, 0.373199, 0.159443, 1.44118, 0.076336, 0.105846, 0.240142, 0.244446, 4.08772, 
148, 6e-06, 2.14534, 2.02194, 0.122895, 0.159815, 0, 0, 0, 0.366491, 0.165564, 1.71249, 0.076481, 0.098565, 0.27882, 0.262136, 4.73278, 
152, 6e-06, 1.85856, 1.51797, 0.340058, 0.178269, 0, 0, 0, 0.368142, 0.285294, 0.881827, 0.104286, 0.111683, 0.151274, 0.15892, 3.79668, 
156, 6e-06, 1.2726, 1.16762, 0.104346, 0.201908, 0, 0, 0, 0.327495, 0.267007, 0.846892, 0.091646, 0.127005, 0.141601, 0.146508, 3.14397, 
160, 6e-06, 0.78537, 0.724533, 0.060317, 0.153699, 0, 0, 0, 0.341665, 0.224286, 0.589306, 0.077584, 0.073134, 0.11496, 0.120434, 3.48061, 
164, 5e-06, 1.05862, 0.943755, 0.11439, 0.170106, 0, 0, 0, 0.410441, 0.238177, 0.776708, 0.078194, 0.091957, 0.141106, 0.143739, 2.85282, 
168, 6e-06, 1.43422, 1.26152, 0.158333, 0.173145, 0, 0, 0, 0.379457, 0.2736, 0.830131, 0.068348, 0.100956, 0.167641, 0.168355, 3.27393, 
172, 0.007043, 0.933275, 0.882774, 0.049973, 0.217456, 0, 0, 0, 0.501179, 0.477181, 0.743362, 0.06927, 0.081597, 0.139324, 0.141938, 3.04154, 
176, 5e-06, 1.33228, 1.20816, 0.12358, 0.265633, 0, 0, 0, 0.607714, 0.466548, 0.991447, 0.089739, 0.097045, 0.171269, 0.173832, 3.86083, 
180, 0.004547, 1.45031, 1.3008, 0.148933, 0.248516, 0, 0, 0, 0.519238, 0.4033, 1.18489, 0.104144, 0.09886, 0.194554, 0.197645, 4.02355, 
